,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A
796,SP1,2014-09-21,Levante,Barcelona,0,5,A,0,2,A,9,17,2,8,13,11,3,6,1,2,1,0,15.0,7.5,1.18
797,SP1,2014-09-21,Villarreal,Vallecano,4,2,H,1,2,A,19,10,9,3,11,18,11,5,2,2,0,0,1.53,3.8,6.5
798,SP1,2014-09-21,Cordoba,Sevilla,1,3,A,0,1,A,9,15,3,8,11,24,7,4,6,2,0,0,3.8,3.3,2.0
799,SP1,2014-09-22,Getafe,Valencia,0,3,A,0,2,A,12,7,5,3,25,17,6,1,6,1,0,1,3.6,3.3,2.05
800,SP1,2014-09-23,Celta,La Coruna,2,1,H,1,0,H,11,5,4,3,15,15,13,4,3,3,0,0,1.57,3.75,6.0
801,SP1,2014-09-23,Real Madrid,Elche,5,1,H,3,1,H,23,10,12,3,15,15,8,2,2,1,0,0,1.08,12.0,23.0
802,SP1,2014-09-24,Vallecano,Ath Bilbao,2,1,H,1,1,D,15,8,5,3,18,17,1,2,2,2,0,0,3.1,3.4,2.25
803,SP1,2014-09-24,Granada,Levante,0,1,A,0,0,D,8,10,0,4,14,13,5,3,2,6,0,0,1.5,3.9,7.0
804,SP1,2014-09-24,Eibar,Villarreal,1,1,D,1,0,H,7,15,3,4,14,17,2,10,4,4,0,0,3.4,3.0,2.3
805,SP1,2014-09-24,Sevilla,Sociedad,1,0,H,1,0,H,19,8,8,1,13,7,11,4,6,2,0,0,1.8,3.6,4.33
806,SP1,2014-09-24,Almeria,Ath Madrid,0,1,A,0,0,D,6,19,1,9,14,16,2,10,3,6,0,0,6.0,3.8,1.57
807,SP1,2014-09-24,Malaga,Barcelona,0,0,D,0,0,D,6,10,2,0,15,13,2,8,2,2,0,0,9.0,5.0,1.33
808,SP1,2014-09-25,Valencia,Cordoba,3,0,H,2,0,H,17,2,7,1,11,23,3,3,1,3,0,0,1.33,5.0,8.5
809,SP1,2014-09-25,Espanol,Getafe,2,0,H,0,0,D,10,6,4,2,16,17,6,4,1,2,0,0,1.67,3.6,5.5
810,SP1,2014-09-26,Elche,Celta,0,1,A,0,0,D,14,16,3,4,12,14,0,4,4,2,0,0,2.8,3.4,2.4
811,SP1,2014-09-27,Villarreal,Real Madrid,0,2,A,0,2,A,19,11,5,3,7,10,7,6,0,1,0,0,5.25,4.0,1.62
812,SP1,2014-09-27,Levante,Vallecano,0,2,A,0,2,A,7,13,0,5,21,16,5,7,4,3,0,0,3.0,3.2,2.4
813,SP1,2014-09-27,Barcelona,Granada,6,0,H,3,0,H,19,9,12,1,11,11,8,1,1,3,0,0,1.13,8.5,17.0
814,SP1,2014-09-27,Ath Bilbao,Eibar,0,0,D,0,0,D,13,10,1,2,13,22,6,2,5,6,0,0,1.53,3.75,7.0
815,SP1,2014-09-27,Ath Madrid,Sevilla,4,0,H,2,0,H,11,4,6,1,14,16,5,3,4,3,0,0,1.67,4.0,4.75
816,SP1,2014-09-28,Cordoba,Espanol,0,0,D,0,0,D,10,4,4,2,13,26,3,5,2,6,0,0,2.7,3.25,2.6
817,SP1,2014-09-28,Sociedad,Valencia,1,1,D,1,1,D,18,7,5,2,13,17,11,4,2,5,0,0,2.63,3.3,2.63
818,SP1,2014-09-28,La Coruna,Almeria,0,1,A,0,0,D,8,15,1,6,14,18,6,5,2,4,0,0,2.05,3.4,3.6
819,SP1,2014-09-28,Getafe,Malaga,1,0,H,1,0,H,9,10,3,0,8,16,4,4,0,3,0,1,3.0,3.2,2.38
820,SP1,2014-10-03,Getafe,Cordoba,1,1,D,0,0,D,18,10,5,3,12,11,8,3,1,2,0,0,1.95,3.2,4.2
821,SP1,2014-10-04,Vallecano,Barcelona,0,2,A,0,2,A,14,18,4,7,19,7,6,7,2,2,2,0,9.0,6.5,1.25
822,SP1,2014-10-04,Valencia,Ath Madrid,3,1,H,3,1,H,6,19,3,5,23,14,1,6,4,0,0,1,2.75,3.2,2.6
823,SP1,2014-10-04,Eibar,Levante,3,3,D,0,2,A,14,13,6,5,12,16,4,4,3,1,0,0,1.8,3.4,4.75
824,SP1,2014-10-04,Malaga,Granada,2,1,H,0,1,A,17,8,3,5,12,15,3,3,1,4,1,0,1.8,3.5,4.5
825,SP1,2014-10-04,Almeria,Elche,2,2,D,1,1,D,16,6,3,3,13,18,9,5,2,4,0,1,2.15,3.1,3.6
826,SP1,2014-10-05,Sevilla,La Coruna,4,1,H,2,1,H,16,7,10,5,11,10,9,2,2,2,0,0,1.4,4.4,8.0
827,SP1,2014-10-05,Real Madrid,Ath Bilbao,5,0,H,2,0,H,19,6,14,5,9,10,8,7,1,2,0,0,1.2,6.5,15.0
828,SP1,2014-10-05,Celta,Villarreal,1,3,A,1,2,A,15,11,6,4,15,22,11,4,3,4,1,0,2.38,3.2,3.0
829,SP1,2014-10-05,Espanol,Sociedad,2,0,H,1,0,H,10,13,4,4,20,12,4,4,6,2,0,0,2.5,3.25,2.8
830,SP1,2014-10-17,Granada,Vallecano,0,1,A,0,0,D,9,8,1,2,17,13,3,6,4,5,0,0,2.2,3.3,3.3
831,SP1,2014-10-18,Ath Bilbao,Celta,1,1,D,1,0,H,13,4,4,1,13,16,9,2,3,3,0,0,1.91,3.6,3.75
832,SP1,2014-10-18,Levante,Real Madrid,0,5,A,0,2,A,11,21,1,11,13,8,6,3,4,0,0,0,13.0,7.5,1.17
833,SP1,2014-10-18,Barcelona,Eibar,3,0,H,0,0,D,27,4,12,2,9,13,12,3,2,2,0,0,1.1,9.0,21.0
834,SP1,2014-10-18,Cordoba,Malaga,1,2,A,0,2,A,8,8,2,4,16,21,6,13,2,3,0,0,3.25,3.0,2.38
835,SP1,2014-10-19,Ath Madrid,Espanol,2,0,H,1,0,H,20,7,9,1,19,19,12,1,0,0,0,0,1.33,4.75,9.5
836,SP1,2014-10-19,Villarreal,Almeria,2,0,H,1,0,H,17,10,8,3,20,16,6,4,5,2,0,0,1.33,5.0,9.0
837,SP1,2014-10-19,Elche,Sevilla,0,2,A,0,0,D,12,10,1,7,18,23,6,4,5,2,0,0,3.6,3.4,2.05
838,SP1,2014-10-19,La Coruna,Valencia,3,0,H,2,0,H,11,8,5,1,19,19,3,5,3,3,0,0,4.5,3.4,1.83
839,SP1,2014-10-20,Sociedad,Getafe,1,2,A,0,0,D,13,16,2,7,10,13,8,4,1,3,0,0,1.53,4.0,6.0
840,SP1,2014-10-24,Celta,Levante,3,0,H,1,0,H,13,4,4,0,14,16,7,0,0,3,0,0,1.44,4.5,6.0
841,SP1,2014-10-25,Eibar,Granada,1,1,D,1,1,D,7,8,3,3,14,14,7,8,3,4,0,0,2.1,3.1,3.75
842,SP1,2014-10-25,Almeria,Ath Bilbao,0,1,A,0,0,D,7,6,3,1,10,14,4,8,2,1,0,0,3.3,3.25,2.2
843,SP1,2014-10-25,Cordoba,Sociedad,1,1,D,0,1,A,7,7,3,1,13,12,5,4,3,2,0,0,3.4,3.2,2.2
844,SP1,2014-10-25,Real Madrid,Barcelona,3,1,H,1,1,D,18,16,6,5,11,10,3,9,2,4,0,0,2.38,3.75,3.0
845,SP1,2014-10-25,Valencia,Elche,3,1,H,2,0,H,12,8,4,3,11,17,8,6,0,2,0,0,1.36,4.75,8.5
846,SP1,2014-10-26,Sevilla,Villarreal,2,1,H,0,0,D,8,11,4,4,19,15,3,2,3,4,0,0,2.0,3.4,3.75
847,SP1,2014-10-26,Getafe,Ath Madrid,0,1,A,0,1,A,11,12,4,7,17,11,1,8,3,3,1,0,7.0,3.75,1.53
848,SP1,2014-10-26,Espanol,La Coruna,0,0,D,0,0,D,16,5,5,1,12,17,11,0,2,4,0,0,1.91,3.4,4.0
849,SP1,2014-10-26,Malaga,Vallecano,4,0,H,3,0,H,18,10,8,4,18,21,7,4,1,4,0,0,1.83,3.5,4.33
850,SP1,2014-10-31,La Coruna,Getafe,1,2,A,0,1,A,9,16,2,4,7,23,4,6,2,1,0,0,2.2,3.1,3.5
851,SP1,2014-11-01,Ath Madrid,Cordoba,4,2,H,1,0,H,16,8,8,4,12,13,4,5,0,2,0,0,1.18,6.5,15.0
852,SP1,2014-11-01,Granada,Real Madrid,0,4,A,0,2,A,11,18,5,8,19,9,3,4,1,2,0,0,12.0,7.0,1.2
853,SP1,2014-11-01,Barcelona,Celta,0,1,A,0,0,D,19,10,9,4,10,29,9,5,1,2,0,0,1.13,8.5,17.0
854,SP1,2014-11-01,Sociedad,Malaga,0,1,A,0,0,D,5,6,0,2,18,22,6,3,2,5,0,0,2.2,3.4,3.2
855,SP1,2014-11-02,Ath Bilbao,Sevilla,1,0,H,1,0,H,9,4,2,1,24,11,4,8,4,3,0,0,2.4,3.3,2.9
856,SP1,2014-11-02,Elche,Espanol,2,1,H,1,0,H,11,15,5,5,19,10,4,10,2,2,2,0,2.63,3.1,2.75
857,SP1,2014-11-02,Levante,Almeria,2,1,H,1,0,H,11,14,5,5,17,17,3,6,3,2,0,0,2.4,3.1,3.1
858,SP1,2014-11-02,Villarreal,Valencia,1,3,A,0,1,A,14,6,4,3,12,15,11,4,2,3,0,0,2.1,3.4,3.4
859,SP1,2014-11-03,Vallecano,Eibar,2,3,A,0,1,A,16,8,6,5,10,14,11,2,1,2,0,0,2.05,3.2,3.8
860,SP1,2014-11-07,Cordoba,La Coruna,0,0,D,0,0,D,14,6,6,2,10,5,3,2,4,0,0,1,2.25,3.1,3.4
861,SP1,2014-11-08,Celta,Granada,0,0,D,0,0,D,17,8,5,1,14,17,6,2,1,5,0,0,1.57,3.8,6.0
862,SP1,2014-11-08,Malaga,Eibar,2,1,H,0,1,A,15,7,8,3,9,15,5,3,3,2,0,1,1.57,3.75,6.0
863,SP1,2014-11-08,Getafe,Elche,0,0,D,0,0,D,16,11,3,5,11,8,9,2,1,2,0,0,2.0,3.2,4.0
864,SP1,2014-11-08,Almeria,Barcelona,1,2,A,1,0,H,6,18,2,6,16,9,4,5,2,0,0,0,17.0,7.5,1.14
865,SP1,2014-11-08,Real Madrid,Vallecano,5,1,H,2,1,H,16,15,11,6,12,15,4,6,0,4,0,0,1.05,15.0,26.0
866,SP1,2014-11-09,Valencia,Ath Bilbao,0,0,D,0,0,D,8,4,1,1,13,17,2,4,0,2,0,0,1.62,4.0,5.25
867,SP1,2014-11-09,Sociedad,Ath Madrid,2,1,H,1,1,D,11,4,5,2,17,17,2,1,2,6,0,1,4.33,3.6,1.8
868,SP1,2014-11-09,Espanol,Villarreal,1,1,D,0,1,A,11,9,4,5,16,25,6,7,3,3,0,0,3.1,3.2,2.3
869,SP1,2014-11-09,Sevilla,Levante,1,1,D,1,0,H,15,16,6,5,13,10,6,5,2,6,0,0,1.25,5.5,12.0
870,SP1,2014-11-21,Ath Bilbao,Espanol,3,1,H,2,0,H,9,8,5,3,15,18,5,3,0,5,0,0,1.8,3.5,4.5
871,SP1,2014-11-22,La Coruna,Sociedad,0,0,D,0,0,D,11,17,4,5,14,11,8,6,3,1,0,0,3.4,3.25,2.15
872,SP1,2014-11-22,Barcelona,Sevilla,5,1,H,1,0,H,16,2,10,0,8,21,5,4,1,2,0,0,1.2,7.0,11.0
873,SP1,2014-11-22,Ath Madrid,Malaga,3,1,H,2,0,H,11,4,5,1,18,14,4,3,1,3,1,1,1.44,4.2,7.5
874,SP1,2014-11-22,Eibar,Real Madrid,0,4,A,0,2,A,10,19,2,8,16,9,4,2,4,2,0,0,15.0,6.5,1.18
875,SP1,2014-11-23,Elche,Cordoba,2,2,D,0,1,A,17,10,6,3,16,14,6,2,3,4,0,0,2.0,3.2,4.0
876,SP1,2014-11-23,Levante,Valencia,2,1,H,0,0,D,10,17,5,6,20,18,4,5,2,1,0,0,5.0,3.75,1.67
877,SP1,2014-11-23,Villarreal,Getafe,2,1,H,2,0,H,10,15,4,5,15,14,7,4,3,2,0,0,1.44,4.5,6.5
878,SP1,2014-11-23,Vallecano,Celta,1,0,H,1,0,H,9,14,3,4,14,16,2,9,6,4,0,0,2.7,3.3,2.55
879,SP1,2014-11-24,Granada,Almeria,0,0,D,0,0,D,24,3,11,1,10,7,10,5,4,0,0,1,2.0,3.3,3.8
880,SP1,2014-11-28,Sociedad,Elche,3,0,H,2,0,H,12,13,8,5,15,15,2,1,2,4,0,0,1.7,3.75,5.0
881,SP1,2014-11-29,Getafe,Ath Bilbao,1,2,A,0,1,A,14,8,7,3,12,15,2,4,7,5,0,0,2.88,3.1,2.63
882,SP1,2014-11-29,Malaga,Real Madrid,1,2,A,0,1,A,12,21,7,9,17,11,5,6,2,2,0,1,10.0,6.0,1.29
883,SP1,2014-11-29,Celta,Eibar,0,1,A,0,1,A,29,8,9,2,10,21,15,1,4,5,0,0,1.62,4.0,5.5
884,SP1,2014-11-29,Espanol,Levante,2,1,H,2,1,H,10,16,4,3,21,10,5,6,2,3,0,0,1.67,3.7,5.5
885,SP1,2014-11-30,Valencia,Barcelona,0,1,A,0,0,D,12,7,4,1,9,7,5,5,3,3,0,0,6.0,4.33,1.53
886,SP1,2014-11-30,Sevilla,Granada,5,1,H,1,1,D,13,9,8,4,18,20,7,4,1,2,0,0,1.44,4.5,7.5
887,SP1,2014-11-30,Ath Madrid,La Coruna,2,0,H,1,0,H,9,3,4,1,16,18,5,3,2,2,0,0,1.18,7.0,17.0
888,SP1,2014-11-30,Cordoba,Villarreal,0,2,A,0,1,A,11,10,2,7,7,13,9,8,2,2,0,0,4.33,3.6,1.85
889,SP1,2014-12-01,Almeria,Vallecano,0,1,A,0,0,D,11,11,1,4,14,12,5,6,4,4,0,0,2.38,3.4,3.0
890,SP1,2014-12-06,Real Madrid,Celta,3,0,H,1,0,H,20,9,11,0,15,21,8,7,4,4,0,0,1.09,12.0,21.0
891,SP1,2014-12-06,La Coruna,Malaga,0,1,A,0,1,A,14,8,6,3,14,15,5,5,4,3,0,0,3.6,3.25,2.1
892,SP1,2014-12-06,Ath Bilbao,Cordoba,0,1,A,0,1,A,15,7,3,3,13,14,15,4,4,6,0,0,1.4,4.5,9.0
893,SP1,2014-12-06,Elche,Ath Madrid,0,2,A,0,1,A,8,4,1,3,18,15,6,1,2,0,0,0,7.0,3.75,1.57
894,SP1,2014-12-07,Granada,Valencia,1,1,D,0,0,D,9,9,2,1,20,9,4,4,4,4,0,1,3.9,3.4,2.0
895,SP1,2014-12-07,Vallecano,Sevilla,0,1,A,0,1,A,11,11,3,6,14,19,6,2,4,6,0,1,3.3,3.4,2.2
896,SP1,2014-12-07,Barcelona,Espanol,5,1,H,1,1,D,15,3,7,2,6,11,5,2,0,4,0,0,1.09,12.0,21.0
897,SP1,2014-12-07,Villarreal,Sociedad,4,0,H,0,0,D,24,12,9,2,14,8,8,2,2,2,0,0,1.67,3.75,5.5
898,SP1,2014-12-08,Eibar,Almeria,5,2,H,3,1,H,17,14,8,3,18,12,7,3,4,3,0,0,2.05,3.2,4.0
899,SP1,2014-12-08,Levante,Getafe,1,1,D,0,0,D,16,5,3,1,14,17,4,0,3,4,0,0,2.6,3.1,2.9
900,SP1,2014-12-12,Almeria,Real Madrid,1,4,A,1,2,A,16,15,3,8,14,8,2,8,4,4,0,0,17.0,7.5,1.17
901,SP1,2014-12-13,Cordoba,Levante,0,0,D,0,0,D,13,12,4,3,6,19,7,6,0,3,0,0,2.2,3.2,3.5
902,SP1,2014-12-13,Valencia,Vallecano,3,0,H,3,0,H,14,19,6,4,16,14,6,2,3,3,1,0,1.5,4.5,6.0
903,SP1,2014-12-13,Malaga,Celta,1,0,H,1,0,H,12,14,4,8,15,13,1,9,5,4,0,0,2.1,3.3,3.5
904,SP1,2014-12-13,Getafe,Barcelona,0,0,D,0,0,D,4,23,2,2,24,8,4,5,2,0,0,0,13.0,6.5,1.22
905,SP1,2014-12-14,Espanol,Granada,2,1,H,1,0,H,12,7,4,6,13,19,2,3,2,4,0,1,1.7,3.6,5.5
906,SP1,2014-12-14,Sociedad,Ath Bilbao,1,1,D,1,0,H,14,12,4,5,12,21,3,6,0,3,0,1,2.5,3.2,3.0
907,SP1,2014-12-14,Ath Madrid,Villarreal,0,1,A,0,0,D,11,7,2,4,15,16,7,2,4,3,0,0,1.62,4.0,5.5
908,SP1,2014-12-14,Sevilla,Eibar,0,0,D,0,0,D,16,6,2,2,11,17,11,2,3,6,0,0,1.4,4.5,9.0
909,SP1,2014-12-15,La Coruna,Elche,1,0,H,1,0,H,15,10,3,4,19,19,7,5,5,2,0,0,2.25,3.2,3.4
910,SP1,2014-12-19,Celta,Almeria,0,1,A,0,1,A,19,4,4,2,10,19,17,2,6,4,0,0,1.44,4.5,6.5
911,SP1,2014-12-20,Eibar,Valencia,0,1,A,0,1,A,8,10,2,3,16,8,2,5,7,3,0,0,3.8,3.3,2.05
912,SP1,2014-12-20,Barcelona,Cordoba,5,0,H,1,0,H,16,7,9,2,14,5,8,0,1,0,0,0,1.06,15.0,26.0
913,SP1,2014-12-20,Vallecano,Espanol,1,3,A,1,1,D,16,7,5,4,11,20,4,5,3,4,0,1,2.3,3.4,3.1
914,SP1,2014-12-20,Levante,Sociedad,1,1,D,0,0,D,11,3,2,2,16,20,3,4,3,5,0,0,3.0,3.2,2.5
915,SP1,2014-12-21,Ath Bilbao,Ath Madrid,1,4,A,1,0,H,4,5,2,4,12,14,3,1,3,4,0,0,3.6,3.1,2.25
916,SP1,2014-12-21,Elche,Malaga,1,2,A,1,0,H,9,19,3,10,21,13,5,4,2,1,0,0,3.1,3.1,2.5
917,SP1,2014-12-21,Granada,Getafe,1,1,D,1,0,H,13,12,3,4,19,8,3,5,4,2,0,0,2.38,3.1,3.3
918,SP1,2014-12-21,Villarreal,La Coruna,3,0,H,1,0,H,15,10,9,2,16,15,5,2,1,3,1,0,1.33,5.0,10.0
919,SP1,2015-01-03,Ath Madrid,Levante,3,1,H,1,0,H,13,10,5,4,6,10,7,6,2,3,0,0,1.2,6.5,17.0
920,SP1,2015-01-03,La Coruna,Ath Bilbao,1,0,H,1,0,H,8,12,4,4,20,16,5,2,1,1,0,0,3.2,3.1,2.4
921,SP1,2015-01-03,Elche,Villarreal,2,2,D,2,2,D,18,18,8,5,15,13,6,9,4,2,0,0,5.0,3.6,1.75
922,SP1,2015-01-03,Sevilla,Celta,1,0,H,1,0,H,10,16,4,2,28,17,1,8,4,5,0,1,1.67,3.8,5.5
923,SP1,2015-01-03,Malaga,Almeria,1,2,A,0,1,A,14,6,6,4,19,17,7,1,5,4,0,1,1.53,4.1,6.5
924,SP1,2015-01-04,Espanol,Eibar,1,2,A,0,2,A,15,12,6,6,9,15,6,3,1,1,0,0,1.85,3.4,4.75
925,SP1,2015-01-04,Getafe,Vallecano,1,2,A,1,1,D,12,16,4,7,23,12,6,4,3,2,0,0,2.25,3.4,3.2
926,SP1,2015-01-04,Valencia,Real Madrid,2,1,H,0,1,A,11,19,3,8,24,17,3,11,6,3,0,0,5.5,4.33,1.57
927,SP1,2015-01-04,Sociedad,Barcelona,1,0,H,1,0,H,6,17,1,4,21,14,6,8,5,4,0,0,9.0,5.25,1.33
928,SP1,2015-01-05,Cordoba,Granada,2,0,H,2,0,H,5,12,3,1,22,17,0,4,2,0,0,0,2.6,3.0,3.0
929,SP1,2015-01-09,Levante,La Coruna,0,0,D,0,0,D,9,13,0,6,22,17,4,3,4,3,0,0,2.1,3.1,3.75
930,SP1,2015-01-10,Real Madrid,Espanol,3,0,H,2,0,H,18,11,5,4,11,14,7,2,1,4,1,0,1.08,11.0,29.0
931,SP1,2015-01-10,Malaga,Villarreal,1,1,D,0,1,A,13,9,6,4,6,15,5,3,4,4,0,0,3.0,3.2,2.5
932,SP1,2015-01-10,Celta,Valencia,1,1,D,0,1,A,14,4,4,2,20,19,11,2,3,3,0,0,2.7,3.2,2.7
933,SP1,2015-01-10,Eibar,Getafe,2,1,H,1,0,H,12,7,5,3,19,12,2,3,2,1,0,0,2.3,3.1,3.4
934,SP1,2015-01-11,Ath Bilbao,Elche,1,2,A,0,1,A,13,8,3,5,7,15,10,2,2,6,0,0,1.53,3.8,7.5
935,SP1,2015-01-11,Granada,Sociedad,1,1,D,0,1,A,20,10,3,5,9,15,11,4,2,2,0,0,2.8,3.1,2.7
936,SP1,2015-01-11,Almeria,Sevilla,0,2,A,0,0,D,19,12,6,6,16,12,5,5,1,2,0,0,4.75,3.4,1.85
937,SP1,2015-01-11,Barcelona,Ath Madrid,3,1,H,2,0,H,17,5,7,3,16,18,1,3,3,6,0,0,1.57,4.33,5.5
938,SP1,2015-01-12,Vallecano,Cordoba,0,1,A,0,1,A,21,9,4,3,10,9,6,2,3,2,0,0,1.67,3.75,5.5
939,SP1,2015-01-16,Cordoba,Eibar,1,1,D,1,0,H,14,6,5,1,18,12,2,3,4,3,1,1,2.6,3.0,3.0
940,SP1,2015-01-17,Espanol,Celta,1,0,H,0,0,D,15,3,3,2,9,23,9,1,3,3,0,0,2.7,3.25,2.7
941,SP1,2015-01-17,Sociedad,Vallecano,0,1,A,0,0,D,10,12,2,4,12,20,8,4,0,4,0,0,1.91,3.5,4.2
942,SP1,2015-01-17,Valencia,Almeria,3,2,H,2,2,D,15,8,8,2,14,18,8,4,2,2,0,0,1.33,5.0,10.0
943,SP1,2015-01-17,Villarreal,Ath Bilbao,2,0,H,1,0,H,19,11,6,5,15,10,9,6,2,2,0,0,1.67,3.8,5.5
944,SP1,2015-01-18,Getafe,Real Madrid,0,3,A,0,0,D,6,24,0,9,19,10,7,8,2,2,0,0,13.0,6.5,1.22
945,SP1,2015-01-18,Ath Madrid,Granada,2,0,H,1,0,H,12,5,3,1,17,16,3,6,3,3,0,0,1.18,7.0,17.0
946,SP1,2015-01-18,Sevilla,Malaga,2,0,H,1,0,H,4,4,3,1,9,6,2,0,3,1,0,0,1.73,3.6,5.25
947,SP1,2015-01-18,Elche,Levante,1,0,H,1,0,H,15,9,6,2,18,11,3,5,3,3,0,1,2.2,3.2,3.6
948,SP1,2015-01-18,La Coruna,Barcelona,0,4,A,0,2,A,7,14,2,6,14,7,2,4,2,2,0,0,15.0,7.5,1.18
949,SP1,2015-01-24,Villarreal,Levante,1,0,H,0,0,D,15,11,4,1,12,8,6,3,0,3,0,0,1.29,5.0,11.0
950,SP1,2015-01-24,Sociedad,Eibar,1,0,H,0,0,D,19,9,4,4,6,17,9,5,2,2,0,0,1.75,3.6,4.75
951,SP1,2015-01-24,Elche,Barcelona,0,6,A,0,1,A,6,12,3,8,18,12,2,3,5,2,1,0,19.0,7.0,1.17
952,SP1,2015-01-24,Cordoba,Real Madrid,1,2,A,1,1,D,16,13,4,4,15,13,3,9,1,3,1,1,21.0,8.0,1.14
953,SP1,2015-01-24,Ath Madrid,Vallecano,3,1,H,2,1,H,12,10,5,3,15,12,8,5,1,1,0,0,1.25,6.0,12.0
954,SP1,2015-01-25,La Coruna,Granada,2,2,D,2,1,H,13,5,7,2,18,15,7,2,3,3,1,0,2.2,3.2,3.4
955,SP1,2015-01-25,Ath Bilbao,Malaga,1,1,D,0,0,D,11,8,5,3,16,17,8,2,0,1,0,0,2.05,3.2,3.75
956,SP1,2015-01-25,Espanol,Almeria,3,0,H,2,0,H,18,9,9,1,16,12,9,7,2,1,0,0,1.7,3.5,5.25
957,SP1,2015-01-25,Valencia,Sevilla,3,1,H,2,1,H,13,10,8,6,23,15,3,7,6,5,0,0,2.2,3.3,3.4
958,SP1,2015-01-26,Getafe,Celta,2,1,H,1,1,D,13,7,6,2,9,17,6,2,2,5,0,0,2.88,3.2,2.5
959,SP1,2015-01-30,Vallecano,La Coruna,1,2,A,1,1,D,11,13,4,6,14,18,10,7,4,5,0,0,1.75,3.5,5.25
960,SP1,2015-01-31,Celta,Cordoba,1,0,H,0,0,D,19,8,9,3,10,10,8,2,2,6,0,0,1.44,4.2,8.5
961,SP1,2015-01-31,Granada,Elche,1,0,H,0,0,D,14,5,2,1,14,13,12,4,4,4,0,1,1.95,3.25,4.33
962,SP1,2015-01-31,Eibar,Ath Madrid,1,3,A,0,3,A,11,8,3,5,14,16,6,8,3,3,0,0,6.5,3.8,1.57
963,SP1,2015-01-31,Real Madrid,Sociedad,4,1,H,2,1,H,26,8,11,2,8,11,10,3,3,1,0,0,1.18,7.0,17.0
964,SP1,2015-02-01,Barcelona,Villarreal,3,2,H,1,1,D,19,9,7,3,10,20,8,2,1,2,0,0,1.2,7.0,13.0
965,SP1,2015-02-01,Almeria,Getafe,1,0,H,1,0,H,12,12,7,7,18,10,6,3,3,3,1,1,2.38,3.1,3.3
966,SP1,2015-02-01,Levante,Ath Bilbao,0,2,A,0,0,D,10,14,4,5,17,12,5,4,2,5,0,0,3.3,3.1,2.38
967,SP1,2015-02-01,Sevilla,Espanol,3,2,H,2,1,H,22,5,7,2,20,11,7,2,8,3,0,1,1.62,3.8,6.0
968,SP1,2015-02-02,Malaga,Valencia,1,0,H,1,0,H,13,10,6,3,19,18,5,3,5,3,0,1,2.63,3.2,2.8
969,SP1,2015-02-04,Real Madrid,Sevilla,2,1,H,2,0,H,14,15,4,3,9,21,4,6,3,6,0,0,1.29,6.0,10.0
970,SP1,2015-02-06,La Coruna,Eibar,2,0,H,0,0,D,15,4,5,2,12,21,5,3,2,3,0,0,2.15,3.25,3.6
971,SP1,2015-02-07,Villarreal,Granada,2,0,H,1,0,H,9,11,6,3,12,18,5,8,2,1,0,0,1.3,5.25,11.0
972,SP1,2015-02-07,Sociedad,Celta,1,1,D,1,0,H,7,12,3,3,17,22,2,6,5,4,0,0,2.5,3.25,2.9
973,SP1,2015-02-07,Levante,Malaga,4,1,H,2,1,H,11,4,6,3,20,13,2,5,2,1,0,0,3.4,3.1,2.3
974,SP1,2015-02-07,Ath Madrid,Real Madrid,4,0,H,2,0,H,17,4,8,1,17,18,2,3,5,2,0,0,2.88,3.4,2.45
975,SP1,2015-02-08,Ath Bilbao,Barcelona,2,5,A,0,2,A,15,19,6,11,15,10,4,4,3,1,1,0,9.0,5.25,1.33
976,SP1,2015-02-08,Getafe,Sevilla,2,1,H,1,0,H,18,9,8,2,6,13,9,5,1,2,0,0,3.8,3.3,2.05
977,SP1,2015-02-08,Cordoba,Almeria,1,2,A,1,0,H,14,8,7,2,15,17,6,6,2,5,0,0,2.25,3.1,3.5
978,SP1,2015-02-08,Espanol,Valencia,1,2,A,0,0,D,9,13,3,5,22,16,7,2,5,4,0,0,2.8,3.2,2.63
979,SP1,2015-02-09,Elche,Vallecano,2,0,H,1,0,H,18,11,5,3,21,21,5,4,2,3,0,1,2.6,3.2,2.8
980,SP1,2015-02-13,Almeria,Sociedad,2,2,D,2,1,H,9,7,4,3,21,15,6,6,5,4,0,0,2.45,3.2,3.0
981,SP1,2015-02-14,Granada,Ath Bilbao,0,0,D,0,0,D,11,10,4,0,16,9,4,4,4,4,1,0,2.9,3.1,2.63
982,SP1,2015-02-14,Real Madrid,La Coruna,2,0,H,1,0,H,17,15,6,4,12,17,6,6,2,4,0,0,1.08,13.0,21.0
983,SP1,2015-02-14,Malaga,Espanol,0,2,A,0,1,A,17,6,5,2,12,18,10,3,3,7,0,1,2.1,3.3,3.75
984,SP1,2015-02-14,Sevilla,Cordoba,3,0,H,2,0,H,18,10,6,3,15,16,8,1,0,1,1,1,1.36,5.0,9.0
985,SP1,2015-02-15,Celta,Ath Madrid,2,0,H,0,0,D,14,10,3,5,4,12,9,2,0,3,0,0,3.8,3.25,2.1
986,SP1,2015-02-15,Barcelona,Levante,5,0,H,2,0,H,18,5,10,1,6,13,3,4,1,2,0,0,1.05,15.0,34.0
987,SP1,2015-02-15,Valencia,Getafe,1,0,H,0,0,D,13,10,3,1,16,10,7,2,3,4,0,0,1.44,4.5,7.5
