,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A
2066,SP1,2017-12-23,Valencia,Villarreal,0,1,A,0,1,A,22,9,3,2,11,21,14,1,7,5,1,1,2.04,3.6,3.29
2067,SP1,2017-12-23,Real Madrid,Barcelona,0,3,A,0,0,D,14,18,5,11,14,10,7,7,2,2,1,0,2.1,3.75,3.1
2068,SP1,2017-12-23,La Coruna,Celta,1,3,A,0,2,A,15,7,4,3,20,16,3,1,2,2,0,0,2.54,3.29,2.7
2069,SP1,2018-01-06,Las Palmas,Eibar,1,2,A,1,0,H,4,14,2,5,13,17,4,3,3,3,0,0,2.54,3.39,2.75
2070,SP1,2018-01-06,Sevilla,Betis,3,5,A,2,2,D,14,9,3,5,16,18,12,0,3,6,0,0,1.5,4.33,6.5
2071,SP1,2018-01-06,Valencia,Girona,2,1,H,1,1,D,17,11,7,5,16,14,9,7,5,5,0,0,1.61,4.0,5.5
2072,SP1,2018-01-06,Ath Madrid,Getafe,2,0,H,1,0,H,9,10,5,5,11,16,5,0,7,3,1,0,1.39,4.2,10.0
2073,SP1,2018-01-07,Barcelona,Levante,3,0,H,2,0,H,16,9,8,2,10,22,3,6,0,4,0,0,1.05,15.0,34.0
2074,SP1,2018-01-07,Ath Bilbao,Alaves,2,0,H,1,0,H,14,8,8,1,23,20,4,1,2,4,0,0,1.66,3.5,6.0
2075,SP1,2018-01-07,Villarreal,La Coruna,1,1,D,1,0,H,11,13,5,3,19,12,7,5,4,3,0,0,1.57,4.0,6.0
2076,SP1,2018-01-07,Leganes,Sociedad,1,0,H,0,0,D,8,9,4,5,14,11,5,6,0,1,0,0,2.89,3.25,2.5
2077,SP1,2018-01-07,Celta,Real Madrid,2,2,D,1,2,A,10,19,5,8,10,15,3,7,2,2,0,0,6.5,4.33,1.5
2078,SP1,2018-01-08,Malaga,Espanol,0,1,A,0,1,A,17,6,2,3,18,11,6,5,2,3,0,0,2.54,3.0,3.1
2079,SP1,2018-01-12,Getafe,Malaga,1,0,H,0,0,D,7,9,3,2,19,16,5,2,3,1,0,0,1.8,3.39,5.0
2080,SP1,2018-01-13,La Coruna,Valencia,1,2,A,0,1,A,12,12,2,5,13,8,8,10,2,1,0,0,3.0,3.39,2.37
2081,SP1,2018-01-13,Real Madrid,Villarreal,0,1,A,0,0,D,28,10,7,4,11,12,11,0,2,1,0,0,1.25,6.5,10.0
2082,SP1,2018-01-13,Girona,Las Palmas,6,0,H,1,0,H,15,3,8,1,25,20,5,2,2,5,0,0,1.72,3.79,4.75
2083,SP1,2018-01-13,Eibar,Ath Madrid,0,1,A,0,1,A,11,7,4,3,12,9,9,1,2,1,0,0,4.0,3.2,2.04
2084,SP1,2018-01-14,Alaves,Sevilla,1,0,H,0,0,D,12,14,3,1,18,12,5,4,5,2,1,0,3.25,3.25,2.29
2085,SP1,2018-01-14,Espanol,Ath Bilbao,1,1,D,1,1,D,11,8,3,3,14,16,4,2,2,4,0,0,2.54,3.0,3.0
2086,SP1,2018-01-14,Sociedad,Barcelona,2,4,A,2,1,H,15,11,6,5,15,13,7,3,2,2,0,0,6.5,5.0,1.44
2087,SP1,2018-01-14,Levante,Celta,0,1,A,0,1,A,15,3,5,2,19,7,6,2,4,3,0,0,3.0,3.25,2.45
2088,SP1,2018-01-15,Betis,Leganes,3,2,H,2,1,H,16,10,9,6,12,15,1,1,2,3,0,0,2.25,3.1,3.5
2089,SP1,2018-01-19,Getafe,Ath Bilbao,2,2,D,1,1,D,17,7,6,6,17,12,6,2,5,1,0,0,2.7,3.1,2.79
2090,SP1,2018-01-20,Espanol,Sevilla,0,3,A,0,2,A,9,12,0,7,18,14,8,2,4,2,0,0,2.75,3.2,2.7
2091,SP1,2018-01-20,Las Palmas,Valencia,2,1,H,1,1,D,20,14,6,8,18,16,3,6,2,9,0,2,4.5,4.0,1.72
2092,SP1,2018-01-20,Villarreal,Levante,2,1,H,1,0,H,18,16,6,4,14,16,6,4,2,2,0,0,1.44,4.5,7.5
2093,SP1,2018-01-20,Ath Madrid,Girona,1,1,D,1,0,H,9,6,4,3,13,15,2,1,4,3,0,0,1.36,4.75,9.5
2094,SP1,2018-01-21,Sociedad,Celta,1,2,A,1,1,D,16,10,2,3,10,7,8,3,1,2,0,0,1.85,3.89,4.0
2095,SP1,2018-01-21,Alaves,Leganes,2,2,D,0,0,D,14,8,6,4,13,14,4,6,3,3,1,0,2.14,3.1,3.75
2096,SP1,2018-01-21,Real Madrid,La Coruna,7,1,H,2,1,H,24,5,13,2,7,11,6,1,0,2,0,0,1.14,9.0,15.0
2097,SP1,2018-01-21,Betis,Barcelona,0,5,A,0,0,D,7,14,2,10,12,9,4,2,2,2,0,0,10.0,6.0,1.28
2098,SP1,2018-01-22,Eibar,Malaga,1,1,D,0,1,A,15,10,4,4,11,11,8,3,1,3,0,1,1.66,3.5,6.0
2099,SP1,2018-01-26,Ath Bilbao,Eibar,1,1,D,0,0,D,7,14,1,2,15,14,3,7,0,0,0,0,1.9,3.39,4.33
2100,SP1,2018-01-27,Malaga,Girona,0,0,D,0,0,D,7,11,1,2,18,7,5,4,2,1,1,0,2.29,3.0,3.39
2101,SP1,2018-01-27,La Coruna,Levante,2,2,D,2,0,H,8,15,2,4,13,14,4,7,7,5,1,0,2.0,3.5,3.79
2102,SP1,2018-01-27,Valencia,Real Madrid,1,4,A,0,2,A,11,13,4,7,20,22,4,4,2,3,0,0,5.0,4.33,1.61
2103,SP1,2018-01-27,Villarreal,Sociedad,4,2,H,4,1,H,11,24,7,6,16,6,2,9,1,1,0,0,2.04,3.5,3.5
2104,SP1,2018-01-28,Barcelona,Alaves,2,1,H,0,1,A,18,7,12,4,6,18,8,1,0,2,0,0,1.08,11.0,26.0
2105,SP1,2018-01-28,Leganes,Espanol,3,2,H,1,0,H,11,12,6,4,20,19,1,7,2,4,0,0,2.37,2.79,3.5
2106,SP1,2018-01-28,Sevilla,Getafe,1,1,D,0,0,D,15,7,1,2,12,15,3,4,3,3,0,0,1.5,4.33,6.5
2107,SP1,2018-01-28,Ath Madrid,Las Palmas,3,0,H,0,0,D,18,9,7,1,17,11,4,1,1,2,0,0,1.16,7.5,17.0
2108,SP1,2018-01-29,Celta,Betis,3,2,H,1,0,H,13,7,5,3,13,8,7,2,1,5,0,0,1.75,3.75,4.75
2109,SP1,2018-02-02,Sociedad,La Coruna,5,0,H,1,0,H,19,4,8,1,11,11,9,5,0,1,0,0,1.44,4.75,6.5
2110,SP1,2018-02-03,Eibar,Sevilla,5,1,H,3,1,H,17,11,7,3,11,20,5,3,0,3,0,0,2.6,3.29,2.75
2111,SP1,2018-02-03,Levante,Real Madrid,2,2,D,1,1,D,12,23,4,9,14,7,4,6,3,3,0,0,13.0,7.0,1.19
2112,SP1,2018-02-03,Betis,Villarreal,2,1,H,1,0,H,13,12,4,3,11,12,2,6,1,2,0,1,2.79,3.39,2.5
2113,SP1,2018-02-03,Alaves,Celta,2,1,H,2,0,H,9,16,3,4,13,11,2,1,3,2,0,0,2.62,3.2,2.79
2114,SP1,2018-02-04,Espanol,Barcelona,1,1,D,0,0,D,7,12,2,2,15,12,0,7,5,3,0,0,9.5,5.25,1.33
2115,SP1,2018-02-04,Ath Madrid,Valencia,1,0,H,0,0,D,14,9,4,0,18,4,9,1,1,1,0,0,1.44,4.33,7.5
2116,SP1,2018-02-04,Getafe,Leganes,0,0,D,0,0,D,11,2,1,1,17,20,5,2,2,6,0,0,1.9,3.2,4.5
2117,SP1,2018-02-04,Girona,Ath Bilbao,2,0,H,1,0,H,8,9,3,0,13,14,2,4,1,1,0,0,2.39,3.29,3.0
2118,SP1,2018-02-05,Las Palmas,Malaga,1,0,H,0,0,D,11,9,4,3,11,17,4,2,2,3,0,0,2.25,3.39,3.2
2119,SP1,2018-02-09,Ath Bilbao,Las Palmas,0,0,D,0,0,D,11,8,5,2,20,29,5,2,4,4,0,0,1.44,4.5,7.5
2120,SP1,2018-02-10,Leganes,Eibar,0,1,A,0,0,D,2,19,0,6,14,6,1,10,4,2,1,0,2.87,3.1,2.62
2121,SP1,2018-02-10,Malaga,Ath Madrid,0,1,A,0,1,A,13,5,3,1,22,19,3,3,3,2,0,0,7.5,3.6,1.57
2122,SP1,2018-02-10,Villarreal,Alaves,1,2,A,0,1,A,27,5,6,4,15,15,13,2,4,4,0,0,1.66,4.0,5.0
2123,SP1,2018-02-10,Real Madrid,Sociedad,5,2,H,4,0,H,18,8,9,3,11,10,5,3,2,1,0,0,1.19,7.0,13.0
2124,SP1,2018-02-11,Sevilla,Girona,1,0,H,0,0,D,13,14,4,6,13,19,7,2,2,2,0,0,1.72,3.79,4.75
2125,SP1,2018-02-11,Valencia,Levante,3,1,H,1,1,D,18,5,8,1,10,19,7,9,3,4,0,0,1.5,4.33,6.5
2126,SP1,2018-02-11,Barcelona,Getafe,0,0,D,0,0,D,12,10,6,1,7,13,9,3,2,3,0,0,1.12,9.0,19.0
2127,SP1,2018-02-11,Celta,Espanol,2,2,D,1,1,D,18,3,7,2,9,16,9,1,3,4,0,0,1.9,3.6,4.0
2128,SP1,2018-02-12,La Coruna,Betis,0,1,A,0,0,D,16,10,2,4,19,7,8,1,2,0,0,0,2.2,3.6,3.1
2129,SP1,2018-02-16,Girona,Leganes,3,0,H,2,0,H,10,10,5,5,12,10,4,4,3,5,0,0,1.85,3.25,5.0
2130,SP1,2018-02-17,Alaves,La Coruna,1,0,H,0,0,D,14,5,3,0,17,14,9,3,2,3,0,0,1.9,3.39,4.33
2131,SP1,2018-02-17,Eibar,Barcelona,0,2,A,0,1,A,13,10,3,6,13,6,6,0,3,1,1,0,6.5,4.75,1.44
2132,SP1,2018-02-17,Las Palmas,Sevilla,1,2,A,0,1,A,11,12,3,6,15,18,7,5,2,5,0,0,3.5,3.6,2.04
2133,SP1,2018-02-17,Malaga,Valencia,1,2,A,1,0,H,9,10,3,3,19,18,7,2,2,4,1,0,3.6,3.5,2.04
2134,SP1,2018-02-18,Sociedad,Levante,3,0,H,2,0,H,13,9,3,1,12,13,2,4,0,2,0,0,1.57,4.2,5.75
2135,SP1,2018-02-18,Betis,Real Madrid,3,5,A,2,1,H,20,12,5,9,7,15,7,5,3,5,0,0,9.0,6.0,1.3
2136,SP1,2018-02-18,Ath Madrid,Ath Bilbao,2,0,H,0,0,D,14,4,4,0,6,12,5,2,3,2,0,0,1.44,4.2,8.5
2137,SP1,2018-02-18,Espanol,Villarreal,1,1,D,0,1,A,15,8,3,3,7,19,2,5,1,7,0,0,2.5,3.25,2.89
2138,SP1,2018-02-19,Getafe,Celta,3,0,H,1,0,H,9,4,5,1,21,15,5,5,4,3,0,0,2.5,3.29,2.87
2139,SP1,2018-02-21,Leganes,Real Madrid,1,3,A,1,2,A,7,13,3,7,18,7,6,5,3,1,0,0,11.0,6.0,1.25
2140,SP1,2018-02-23,La Coruna,Espanol,0,0,D,0,0,D,17,9,4,1,9,10,4,2,5,1,0,0,2.54,3.2,2.87
2141,SP1,2018-02-24,Leganes,Las Palmas,0,0,D,0,0,D,11,4,2,1,22,17,6,5,4,5,0,0,1.8,3.5,4.75
2142,SP1,2018-02-24,Real Madrid,Alaves,4,0,H,1,0,H,25,11,10,5,9,14,9,5,1,2,0,0,1.14,8.5,17.0
2143,SP1,2018-02-24,Barcelona,Girona,6,1,H,4,1,H,21,10,14,4,11,11,5,3,1,1,0,0,1.14,8.0,19.0
2144,SP1,2018-02-24,Celta,Eibar,2,0,H,0,0,D,8,15,3,2,11,16,3,9,2,3,0,0,2.0,3.5,3.7
2145,SP1,2018-02-25,Ath Bilbao,Malaga,2,1,H,2,1,H,8,8,6,4,12,18,6,4,3,3,0,1,1.75,3.5,5.25
2146,SP1,2018-02-25,Sevilla,Ath Madrid,2,5,A,0,2,A,10,13,5,8,10,24,5,4,3,3,0,0,3.39,3.2,2.25
2147,SP1,2018-02-25,Valencia,Sociedad,2,1,H,1,0,H,7,9,4,3,12,9,4,4,2,3,0,0,1.7,4.0,4.75
2148,SP1,2018-02-25,Villarreal,Getafe,1,0,H,1,0,H,10,3,4,2,14,21,2,8,5,3,0,0,1.75,3.75,4.75
2149,SP1,2018-02-26,Levante,Betis,0,2,A,0,0,D,12,15,2,6,17,8,5,5,5,2,0,0,2.5,3.29,2.87
2150,SP1,2018-02-27,Girona,Celta,1,0,H,1,0,H,11,10,2,2,9,10,6,4,3,2,0,0,2.29,3.5,3.0
2151,SP1,2018-02-27,Espanol,Real Madrid,1,0,H,0,0,D,16,12,7,5,15,10,3,8,1,1,0,0,6.0,4.33,1.53
2152,SP1,2018-02-28,Getafe,La Coruna,3,0,H,2,0,H,14,9,5,1,6,9,10,6,2,4,0,0,1.9,3.39,4.33
2153,SP1,2018-02-28,Eibar,Villarreal,1,0,H,1,0,H,13,11,1,3,18,8,6,4,4,2,0,0,2.2,3.2,3.6
2154,SP1,2018-02-28,Malaga,Sevilla,0,1,A,0,1,A,8,6,0,4,19,14,9,4,2,2,0,0,3.5,3.2,2.14
2155,SP1,2018-02-28,Ath Bilbao,Valencia,1,1,D,0,1,A,11,6,4,4,16,16,6,1,1,2,0,0,2.62,3.2,2.79
2156,SP1,2018-02-28,Ath Madrid,Leganes,4,0,H,2,0,H,15,9,8,3,10,10,5,1,1,3,0,0,1.25,5.25,15.0
2157,SP1,2018-03-01,Las Palmas,Barcelona,1,1,D,0,1,A,12,10,1,4,18,13,6,6,6,3,0,0,15.0,7.5,1.18
2158,SP1,2018-03-01,Alaves,Levante,1,0,H,0,0,D,15,6,5,1,14,17,5,3,4,4,1,1,1.8,3.39,5.0
2159,SP1,2018-03-01,Betis,Sociedad,0,0,D,0,0,D,8,13,4,5,11,7,4,10,2,0,0,0,2.79,3.39,2.39
2160,SP1,2018-03-03,Real Madrid,Getafe,3,1,H,2,0,H,14,4,6,4,13,18,8,0,1,3,0,1,1.19,7.5,13.0
2161,SP1,2018-03-03,Sevilla,Ath Bilbao,2,0,H,2,0,H,18,10,8,3,14,13,8,4,2,3,0,0,1.7,3.75,5.25
2162,SP1,2018-03-03,La Coruna,Eibar,1,1,D,1,1,D,7,16,2,3,6,8,2,9,1,2,1,0,2.79,3.1,2.7
2163,SP1,2018-03-03,Villarreal,Girona,0,2,A,0,1,A,14,4,5,3,14,18,7,2,4,1,0,0,1.8,3.39,4.75
2164,SP1,2018-03-03,Leganes,Malaga,2,0,H,0,0,D,10,4,3,1,11,14,6,1,1,1,0,0,2.14,2.89,4.0
2165,SP1,2018-03-04,Barcelona,Ath Madrid,1,0,H,1,0,H,16,6,5,1,16,20,12,1,2,2,0,0,1.72,3.79,4.75
2166,SP1,2018-03-04,Valencia,Betis,2,0,H,1,0,H,12,9,6,4,14,11,7,0,1,4,0,0,1.44,4.75,6.5
2167,SP1,2018-03-04,Sociedad,Alaves,2,1,H,2,1,H,14,3,5,1,10,13,8,4,0,1,0,0,1.64,4.0,5.25
2168,SP1,2018-03-04,Levante,Espanol,1,1,D,0,0,D,13,15,4,3,14,13,2,1,0,3,0,0,3.1,3.1,2.45
2169,SP1,2018-03-05,Celta,Las Palmas,2,1,H,0,0,D,14,10,6,3,13,15,10,7,1,2,0,0,1.44,4.33,7.0
2170,SP1,2018-03-09,Girona,La Coruna,2,0,H,1,0,H,9,8,6,4,17,16,2,2,1,4,0,0,1.55,4.2,5.5
2171,SP1,2018-03-10,Sevilla,Valencia,0,2,A,0,1,A,21,10,5,5,15,15,7,3,4,2,0,0,2.0,3.5,3.79
2172,SP1,2018-03-10,Getafe,Levante,0,1,A,0,0,D,11,12,4,4,14,16,4,7,5,7,0,1,1.75,3.5,5.25
2173,SP1,2018-03-10,Malaga,Barcelona,0,2,A,0,2,A,6,20,2,9,15,9,2,5,1,1,1,0,13.0,6.0,1.25
2174,SP1,2018-03-10,Eibar,Real Madrid,1,2,A,0,1,A,12,12,3,6,12,7,8,6,1,1,0,0,5.75,4.75,1.5
2175,SP1,2018-03-11,Ath Madrid,Celta,3,0,H,1,0,H,7,8,3,2,14,10,6,4,1,2,0,0,1.39,4.75,8.0
2176,SP1,2018-03-11,Espanol,Sociedad,2,1,H,0,1,A,18,11,7,5,18,14,6,4,0,2,0,0,2.87,3.1,2.62
2177,SP1,2018-03-11,Ath Bilbao,Leganes,2,0,H,2,0,H,13,12,5,1,12,14,3,6,2,5,0,0,1.9,3.29,4.5
2178,SP1,2018-03-11,Las Palmas,Villarreal,0,2,A,0,0,D,9,11,3,4,15,17,7,3,1,1,1,0,3.5,3.5,2.1
2179,SP1,2018-03-12,Alaves,Betis,1,3,A,0,2,A,9,10,1,4,18,17,6,2,2,3,0,0,2.14,3.29,3.6
2180,SP1,2018-03-16,Levante,Eibar,2,1,H,1,0,H,6,13,3,4,11,11,4,5,4,3,0,0,3.2,3.2,2.37
2181,SP1,2018-03-17,Betis,Espanol,3,0,H,1,0,H,9,4,4,1,15,11,3,5,1,3,0,0,2.2,3.39,3.29
2182,SP1,2018-03-17,Sociedad,Getafe,1,2,A,1,1,D,8,9,2,5,13,21,7,1,3,7,0,0,1.72,3.6,5.25
2183,SP1,2018-03-17,Valencia,Alaves,3,1,H,2,0,H,24,16,10,4,8,14,9,2,1,1,0,0,1.44,4.5,7.5
2184,SP1,2018-03-17,La Coruna,Las Palmas,1,1,D,1,1,D,13,8,3,1,24,12,9,2,3,3,0,0,1.72,3.75,5.0
2185,SP1,2018-03-18,Leganes,Sevilla,2,1,H,1,0,H,12,10,6,4,13,11,5,4,2,4,0,1,3.7,3.29,2.1
2186,SP1,2018-03-18,Celta,Malaga,0,0,D,0,0,D,9,5,3,0,16,24,4,5,3,2,0,0,1.44,4.5,7.0
2187,SP1,2018-03-18,Villarreal,Ath Madrid,2,1,H,0,1,A,17,8,5,2,13,16,5,4,5,3,0,1,4.2,3.1,2.04
2188,SP1,2018-03-18,Barcelona,Ath Bilbao,2,0,H,2,0,H,18,10,9,3,7,14,6,5,2,2,0,0,1.16,8.0,15.0
2189,SP1,2018-03-18,Real Madrid,Girona,6,3,H,1,1,D,20,10,14,6,13,13,6,7,1,2,0,0,1.16,7.5,17.0
2190,SP1,2018-03-31,Sevilla,Barcelona,2,2,D,1,0,H,21,20,6,9,11,7,5,9,2,0,0,0,4.75,4.0,1.66
2191,SP1,2018-03-31,Las Palmas,Real Madrid,0,3,A,0,2,A,17,17,3,7,11,17,3,3,3,0,0,0,10.0,6.0,1.25
2192,SP1,2018-03-31,Ath Bilbao,Celta,1,1,D,0,0,D,11,13,2,3,10,10,4,5,3,1,0,0,2.04,3.29,3.6
2193,SP1,2018-03-31,Girona,Levante,1,1,D,0,0,D,12,15,5,6,13,12,5,7,1,3,0,0,1.57,3.79,6.0
2194,SP1,2018-04-01,Leganes,Valencia,0,1,A,0,0,D,8,3,1,1,14,17,5,2,3,4,0,0,3.75,3.39,2.0
2195,SP1,2018-04-01,Eibar,Sociedad,0,0,D,0,0,D,15,7,3,0,14,10,8,1,4,2,0,0,2.37,3.39,2.87
2196,SP1,2018-04-01,Espanol,Alaves,0,0,D,0,0,D,12,13,3,4,18,12,6,5,3,2,0,0,2.04,3.2,3.75
2197,SP1,2018-04-01,Ath Madrid,La Coruna,1,0,H,1,0,H,15,10,3,2,14,15,9,7,2,3,0,0,1.22,5.75,13.0
2198,SP1,2018-04-01,Malaga,Villarreal,1,0,H,1,0,H,13,11,3,1,17,13,3,6,2,3,0,0,3.5,3.2,2.14
2199,SP1,2018-04-02,Getafe,Betis,0,1,A,0,0,D,8,7,4,4,21,9,4,0,4,2,0,0,1.95,3.5,3.75
2200,SP1,2018-04-06,La Coruna,Malaga,3,2,H,1,1,D,14,11,6,4,16,14,7,6,4,3,0,0,2.04,3.29,3.79
2201,SP1,2018-04-07,Celta,Sevilla,4,0,H,1,0,H,12,16,6,6,8,12,3,10,1,2,0,0,2.2,3.39,3.29
2202,SP1,2018-04-07,Alaves,Getafe,2,0,H,0,0,D,11,5,2,1,17,22,1,3,2,3,0,0,2.45,3.0,3.2
2203,SP1,2018-04-07,Betis,Eibar,2,0,H,1,0,H,13,5,4,2,10,11,7,8,2,2,0,0,2.25,3.39,3.25
2204,SP1,2018-04-07,Barcelona,Leganes,3,1,H,2,0,H,12,11,6,1,14,12,5,3,2,4,0,0,1.12,9.0,21.0
2205,SP1,2018-04-08,Valencia,Espanol,1,0,H,1,0,H,14,21,6,6,17,10,4,3,3,2,0,0,1.5,4.33,6.5
2206,SP1,2018-04-08,Levante,Las Palmas,2,1,H,1,0,H,11,17,4,5,19,10,4,5,6,3,2,0,1.9,3.6,4.0
2207,SP1,2018-04-08,Real Madrid,Ath Madrid,1,1,D,0,0,D,30,9,8,5,12,17,11,2,2,3,0,0,1.75,3.75,4.75
2208,SP1,2018-04-08,Sociedad,Girona,5,0,H,2,0,H,13,8,7,1,8,20,4,5,2,2,0,0,1.9,3.6,4.0
2209,SP1,2018-04-09,Villarreal,Ath Bilbao,1,3,A,0,1,A,7,17,2,13,17,11,3,6,5,5,1,0,1.85,3.5,4.5
2210,SP1,2018-04-13,Girona,Betis,0,1,A,0,1,A,9,10,4,2,23,18,6,4,7,5,0,0,2.29,3.39,3.1
2211,SP1,2018-04-14,Las Palmas,Sociedad,0,1,A,0,1,A,7,20,0,11,6,16,4,6,0,0,0,0,3.79,3.6,1.95
2212,SP1,2018-04-14,Sevilla,Villarreal,2,2,D,0,1,A,18,7,4,4,11,23,10,2,5,3,1,1,1.8,3.75,4.5
2213,SP1,2018-04-14,Leganes,Celta,1,0,H,0,0,D,19,5,7,2,22,17,8,3,3,3,0,0,3.1,3.2,2.39
2214,SP1,2018-04-14,Ath Bilbao,La Coruna,2,3,A,0,2,A,13,5,4,3,5,9,11,6,2,1,0,0,1.66,3.75,5.5
2215,SP1,2018-04-14,Barcelona,Valencia,2,1,H,1,0,H,12,17,7,6,9,11,6,5,2,2,0,0,1.28,6.0,9.5
2216,SP1,2018-04-15,Ath Madrid,Levante,3,0,H,1,0,H,13,11,5,3,9,13,8,3,2,1,0,0,1.22,6.0,15.0
2217,SP1,2018-04-15,Getafe,Espanol,1,0,H,0,0,D,13,5,4,0,19,13,4,3,6,2,1,0,2.14,3.1,3.75
2218,SP1,2018-04-15,Eibar,Alaves,0,1,A,0,1,A,21,2,4,1,11,18,12,1,2,1,0,0,1.83,3.39,4.75
2219,SP1,2018-04-15,Malaga,Real Madrid,1,2,A,0,1,A,13,16,3,6,12,9,4,7,4,0,0,0,10.0,5.5,1.28
2220,SP1,2018-04-17,Celta,Barcelona,2,2,D,1,1,D,18,14,8,6,9,7,6,4,3,0,0,1,4.75,4.33,1.64
2221,SP1,2018-04-17,La Coruna,Sevilla,0,0,D,0,0,D,22,24,6,7,8,8,7,9,0,2,0,0,2.5,3.5,2.75
2222,SP1,2018-04-17,Villarreal,Leganes,2,1,H,1,0,H,17,6,6,1,14,14,10,4,1,1,0,0,1.6,3.79,6.5
2223,SP1,2018-04-18,Real Madrid,Ath Bilbao,1,1,D,0,1,A,29,6,10,2,6,19,16,2,2,4,0,0,1.19,7.0,12.0
2224,SP1,2018-04-18,Espanol,Eibar,0,1,A,0,1,A,10,5,4,1,17,17,3,6,3,2,0,0,2.29,3.1,3.39
2225,SP1,2018-04-18,Valencia,Getafe,1,2,A,0,1,A,10,8,3,3,10,14,7,5,1,7,1,0,1.44,4.0,8.0
2226,SP1,2018-04-19,Levante,Malaga,1,0,H,0,0,D,11,10,2,2,9,17,4,3,1,1,0,0,1.85,3.5,4.5
2227,SP1,2018-04-19,Betis,Las Palmas,1,0,H,0,0,D,17,1,8,0,18,17,6,3,3,5,0,1,1.36,5.25,7.5
2228,SP1,2018-04-19,Sociedad,Ath Madrid,3,0,H,1,0,H,12,9,4,2,13,13,6,6,1,0,0,0,3.29,3.29,2.25
2229,SP1,2018-04-19,Alaves,Girona,1,2,A,0,0,D,11,14,5,5,15,12,3,6,4,4,0,0,2.37,3.1,3.29
2230,SP1,2018-04-20,Leganes,La Coruna,0,0,D,0,0,D,13,12,0,3,12,13,9,4,0,2,0,0,2.29,3.25,3.2
2231,SP1,2018-04-21,Celta,Valencia,1,1,D,0,0,D,10,17,3,7,14,19,4,3,1,2,0,0,2.7,3.39,2.6
2232,SP1,2018-04-21,Eibar,Getafe,0,1,A,0,1,A,12,7,2,4,15,16,8,3,4,1,0,0,2.04,3.2,4.0
2233,SP1,2018-04-22,Las Palmas,Alaves,0,4,A,0,0,D,12,10,1,7,14,19,3,3,2,2,0,0,3.1,3.2,2.39
2234,SP1,2018-04-22,Girona,Espanol,0,2,A,0,1,A,20,5,6,4,18,18,10,0,1,2,0,0,2.14,3.25,3.6
2235,SP1,2018-04-22,Malaga,Sociedad,2,0,H,2,0,H,4,14,3,2,16,0,5,3,4,1,0,0,5.25,3.6,1.72
2236,SP1,2018-04-22,Ath Madrid,Betis,0,0,D,0,0,D,10,10,2,4,17,14,8,3,2,5,0,0,1.61,3.75,6.0
2237,SP1,2018-04-23,Ath Bilbao,Levante,1,3,A,1,2,A,18,11,5,7,13,14,2,9,3,3,0,0,1.66,3.75,5.5
2238,SP1,2018-04-27,Levante,Sevilla,2,1,H,1,1,D,15,22,5,4,4,15,4,8,1,1,0,0,4.5,3.6,1.75
2239,SP1,2018-04-28,Sociedad,Ath Bilbao,3,1,H,2,0,H,17,9,4,3,16,16,3,7,3,6,1,0,1.85,3.6,4.33
2240,SP1,2018-04-28,Espanol,Las Palmas,1,1,D,0,1,A,16,13,7,2,18,22,6,7,2,4,0,0,1.36,4.75,9.5
2241,SP1,2018-04-28,Real Madrid,Leganes,2,1,H,2,0,H,12,16,5,6,16,15,3,2,0,1,0,1,1.3,5.5,10.0
2242,SP1,2018-04-28,Villarreal,Celta,4,1,H,3,1,H,13,15,7,4,14,8,5,7,2,0,0,0,1.72,3.75,5.0
2243,SP1,2018-04-29,Alaves,Ath Madrid,0,1,A,0,0,D,7,14,3,6,14,12,3,4,4,6,0,1,3.29,3.1,2.37
2244,SP1,2018-04-29,Valencia,Eibar,0,0,D,0,0,D,16,8,5,2,12,19,8,2,2,3,0,0,1.5,4.0,7.5
2245,SP1,2018-04-29,Getafe,Girona,1,1,D,1,1,D,10,15,2,2,19,21,4,4,6,4,1,0,2.1,3.1,4.0
2246,SP1,2018-04-29,La Coruna,Barcelona,2,4,A,1,2,A,17,21,5,9,9,9,6,7,1,1,0,0,12.0,6.0,1.25
2247,SP1,2018-04-30,Betis,Malaga,2,1,H,1,1,D,12,9,3,3,9,17,6,4,1,4,0,0,1.44,4.5,7.5
2248,SP1,2018-05-04,Sevilla,Sociedad,1,0,H,0,0,D,16,11,6,1,17,13,6,4,4,2,0,0,2.1,3.79,3.1
2249,SP1,2018-05-05,Celta,La Coruna,1,1,D,1,0,H,13,11,4,2,6,11,4,10,4,2,0,0,1.61,4.0,5.5
2250,SP1,2018-05-05,Girona,Eibar,1,4,A,0,2,A,16,15,5,6,12,13,6,5,2,5,0,0,2.1,3.29,3.75
2251,SP1,2018-05-05,Villarreal,Valencia,1,0,H,0,0,D,13,6,5,2,18,18,7,3,5,3,0,0,2.25,3.39,3.2
2252,SP1,2018-05-05,Ath Bilbao,Betis,2,0,H,0,0,D,14,6,5,3,13,12,4,5,0,2,0,0,2.25,3.29,3.29
2253,SP1,2018-05-06,Las Palmas,Getafe,0,1,A,0,0,D,21,8,4,1,8,28,9,4,0,2,0,0,4.0,3.29,2.0
2254,SP1,2018-05-06,Barcelona,Real Madrid,2,2,D,1,1,D,11,17,4,5,8,20,6,5,3,5,1,0,1.66,4.33,4.5
